ChromatogramRI,
X:,Y:
11.37,3.083
11.37167,3.067
11.37333,3.047
11.375,3.037
11.37667,3.026
11.37833,3.02
11.38,3.02
11.38167,3.015
11.38333,3.006
11.385,2.996
11.38667,2.975
11.38833,2.951
11.39,2.931
11.39167,2.916
11.39333,2.907
11.395,2.902
11.39667,2.897
11.39833,2.897
11.4,2.892
11.40167,2.878
11.40333,2.864
11.405,2.843
11.40667,2.828
11.40833,2.813
11.41,2.808
11.41167,2.813
11.41333,2.813
11.415,2.804
11.41667,2.789
11.41833,2.775
11.42,2.761
11.42167,2.748
11.42333,2.733
11.425,2.724
11.42667,2.723
11.42833,2.723
11.43,2.718
11.43167,2.713
11.43333,2.703
11.435,2.692
11.43667,2.672
11.43833,2.652
11.44,2.642
11.44167,2.632
11.44333,2.627
11.445,2.632
11.44667,2.627
11.44833,2.621
11.45,2.611
11.45167,2.591
11.45333,2.576
11.455,2.556
11.45667,2.535
11.45833,2.525
11.46,2.519
11.46167,2.524
11.46333,2.519
11.465,2.513
11.46667,2.503
11.46833,2.488
11.47,2.473
11.47167,2.457
11.47333,2.446
11.475,2.441
11.47667,2.441
11.47833,2.436
11.48,2.43
11.48167,2.425
11.48333,2.41
11.485,2.4
11.48667,2.384
11.48833,2.374
11.49,2.358
11.49167,2.348
11.49333,2.348
11.495,2.343
11.49667,2.338
11.49833,2.324
11.5,2.309
11.50167,2.294
11.50333,2.279
11.505,2.27
11.50667,2.261
11.50833,2.256
11.51,2.256
11.51167,2.256
11.51333,2.251
11.515,2.24
11.51667,2.235
11.51833,2.219
11.52,2.204
11.52167,2.199
11.52333,2.194
11.525,2.19
11.52667,2.185
11.52833,2.185
11.53,2.17
11.53167,2.154
11.53333,2.144
11.535,2.13
11.53667,2.116
11.53833,2.106
11.54,2.1
11.54167,2.1
11.54333,2.1
11.545,2.094
11.54667,2.084
11.54833,2.07
11.55,2.06
11.55167,2.045
11.55333,2.03
11.555,2.019
11.55667,2.025
11.55833,2.025
11.56,2.026
11.56167,2.02
11.56333,2.01
11.565,2
11.56667,1.979
11.56833,1.963
11.57,1.952
11.57167,1.951
11.57333,1.95
11.575,1.95
11.57667,1.945
11.57833,1.939
11.58,1.925
11.58167,1.915
11.58333,1.9
11.585,1.891
11.58667,1.886
11.58833,1.881
11.59,1.881
11.59167,1.881
11.59333,1.886
11.595,1.876
11.59667,1.864
11.59833,1.848
11.6,1.833
11.60167,1.818
11.60333,1.813
11.605,1.808
11.60667,1.813
11.60833,1.807
11.61,1.802
11.61167,1.797
11.61333,1.792
11.615,1.777
11.61667,1.762
11.61833,1.752
11.62,1.747
11.62167,1.748
11.62333,1.749
11.625,1.745
11.62667,1.74
11.62833,1.731
11.63,1.715
11.63167,1.701
11.63333,1.69
11.635,1.675
11.63667,1.676
11.63833,1.675
11.64,1.67
11.64167,1.67
11.64333,1.665
11.645,1.66
11.64667,1.651
11.64833,1.64
11.65,1.63
11.65167,1.615
11.65333,1.611
11.655,1.611
11.65667,1.611
11.65833,1.611
11.66,1.605
11.66167,1.591
11.66333,1.58
11.665,1.57
11.66667,1.554
11.66833,1.545
11.67,1.551
11.67167,1.556
11.67333,1.55
11.675,1.549
11.67667,1.543
11.67833,1.532
11.68,1.512
11.68167,1.502
11.68333,1.494
11.685,1.494
11.68667,1.488
11.68833,1.494
11.69,1.494
11.69167,1.484
11.69333,1.475
11.695,1.465
11.69667,1.45
11.69833,1.435
11.7,1.43
11.70167,1.424
11.70333,1.429
11.705,1.434
11.70667,1.43
11.70833,1.42
11.71,1.409
11.71167,1.4
11.71333,1.38
11.715,1.371
11.71667,1.366
11.71833,1.365
11.72,1.371
11.72167,1.371
11.72333,1.366
11.725,1.361
11.72667,1.355
11.72833,1.345
11.73,1.334
11.73167,1.319
11.73333,1.314
11.735,1.318
11.73667,1.317
11.73833,1.317
11.74,1.312
11.74167,1.306
11.74333,1.296
11.745,1.285
11.74667,1.27
11.74833,1.265
11.75,1.265
11.75167,1.27
11.75333,1.275
11.755,1.27
11.75667,1.265
11.75833,1.253
11.76,1.242
11.76167,1.227
11.76333,1.217
11.765,1.213
11.76667,1.213
11.76833,1.213
11.77,1.223
11.77167,1.218
11.77333,1.213
11.775,1.202
11.77667,1.196
11.77833,1.186
11.78,1.174
11.78167,1.169
11.78333,1.174
11.785,1.174
11.78667,1.169
11.78833,1.165
11.79,1.166
11.79167,1.156
11.79333,1.146
11.795,1.136
11.79667,1.131
11.79833,1.126
11.8,1.131
11.80167,1.131
11.80333,1.131
11.805,1.126
11.80667,1.121
11.80833,1.11
11.81,1.095
11.81167,1.085
11.81333,1.079
11.815,1.079
11.81667,1.088
11.81833,1.094
11.82,1.094
11.82167,1.089
11.82333,1.075
11.825,1.065
11.82667,1.055
11.82833,1.05
11.83,1.048
11.83167,1.048
11.83333,1.053
11.835,1.052
11.83667,1.047
11.83833,1.042
11.84,1.033
11.84167,1.021
11.84333,1.011
11.845,1.007
11.84667,1.003
11.84833,1.004
11.85,1.01
11.85167,1.01
11.85333,1.006
11.855,1.002
11.85667,0.992
11.85833,0.977
11.86,0.966
11.86167,0.961
11.86333,0.961
11.865,0.972
11.86667,0.972
11.86833,0.978
11.87,0.974
11.87167,0.964
11.87333,0.95
11.875,0.945
11.87667,0.931
11.87833,0.926
11.88,0.926
11.88167,0.926
11.88333,0.931
11.885,0.925
11.88667,0.92
11.88833,0.914
11.89,0.909
11.89167,0.904
11.89333,0.894
11.895,0.888
11.89667,0.888
11.89833,0.9
11.9,0.904
11.90167,0.905
11.90333,0.895
11.905,0.879
11.90667,0.869
11.90833,0.859
11.91,0.849
11.91167,0.849
11.91333,0.854
11.915,0.863
11.91667,0.863
11.91833,0.858
11.92,0.852
11.92167,0.842
11.92333,0.836
11.925,0.825
11.92667,0.82
11.92833,0.82
11.93,0.825
11.93167,0.83
11.93333,0.823
11.935,0.823
11.93667,0.818
11.93833,0.807
11.94,0.797
11.94167,0.782
11.94333,0.781
11.945,0.78
11.94667,0.785
11.94833,0.789
11.95,0.783
11.95167,0.783
11.95333,0.778
11.955,0.768
11.95667,0.758
11.95833,0.753
11.96,0.753
11.96167,0.762
11.96333,0.768
11.965,0.768
11.96667,0.768
11.96833,0.758
11.97,0.748
11.97167,0.738
11.97333,0.732
11.975,0.727
11.97667,0.721
11.97833,0.727
11.98,0.732
11.98167,0.731
11.98333,0.731
11.985,0.727
11.98667,0.712
11.98833,0.703
11.99,0.698
11.99167,0.693
11.99333,0.698
11.995,0.704
11.99667,0.704
11.99833,0.705
12,0.7
12.00167,0.695
12.00333,0.69
12.005,0.685
12.00667,0.68
12.00833,0.684
12.01,0.683
12.01167,0.692
12.01333,0.692
12.015,0.692
12.01667,0.687
12.01833,0.677
12.02,0.671
12.02167,0.666
12.02333,0.661
12.025,0.661
12.02667,0.666
12.02833,0.671
12.03,0.676
12.03167,0.671
12.03333,0.665
12.035,0.655
12.03667,0.643
12.03833,0.632
12.04,0.631
12.04167,0.64
12.04333,0.646
12.045,0.651
12.04667,0.651
12.04833,0.652
12.05,0.642
12.05167,0.632
12.05333,0.617
12.055,0.607
12.05667,0.607
12.05833,0.616
12.06,0.616
12.06167,0.621
12.06333,0.621
12.065,0.622
12.06667,0.613
12.06833,0.608
12.07,0.599
12.07167,0.595
12.07333,0.596
12.075,0.601
12.07667,0.606
12.07833,0.606
12.08,0.601
12.08167,0.595
12.08333,0.58
12.085,0.57
12.08667,0.56
12.08833,0.555
12.09,0.556
12.09167,0.567
12.09333,0.572
12.095,0.568
12.09667,0.569
12.09833,0.564
12.1,0.554
12.10167,0.543
12.10333,0.532
12.105,0.526
12.10667,0.535
12.10833,0.54
12.11,0.55
12.11167,0.55
12.11333,0.545
12.115,0.541
12.11667,0.536
12.11833,0.525
12.12,0.521
12.12167,0.521
12.12333,0.532
12.125,0.533
12.12667,0.538
12.12833,0.533
12.13,0.528
12.13167,0.519
12.13333,0.503
12.135,0.498
12.13667,0.492
12.13833,0.488
12.14,0.498
12.14167,0.502
12.14333,0.503
12.145,0.497
12.14667,0.492
12.14833,0.487
12.15,0.481
12.15167,0.476
12.15333,0.476
12.155,0.481
12.15667,0.482
12.15833,0.487
12.16,0.488
12.16167,0.484
12.16333,0.479
12.165,0.473
12.16667,0.468
12.16833,0.464
12.17,0.469
12.17167,0.474
12.17333,0.474
12.175,0.473
12.17667,0.473
12.17833,0.468
12.18,0.463
12.18167,0.463
12.18333,0.458
12.185,0.453
12.18667,0.453
12.18833,0.458
12.19,0.463
12.19167,0.463
12.19333,0.462
12.195,0.457
12.19667,0.446
12.19833,0.437
12.2,0.431
12.20167,0.426
12.20333,0.431
12.205,0.44
12.20667,0.445
12.20833,0.449
12.21,0.449
12.21167,0.443
12.21333,0.433
12.215,0.428
12.21667,0.417
12.21833,0.413
12.22,0.419
12.22167,0.431
12.22333,0.436
12.225,0.441
12.22667,0.436
12.22833,0.424
12.23,0.419
12.23167,0.409
12.23333,0.404
12.235,0.41
12.23667,0.416
12.23833,0.426
12.24,0.431
12.24167,0.425
12.24333,0.415
12.245,0.409
12.24667,0.399
12.24833,0.394
12.25,0.394
12.25167,0.399
12.25333,0.404
12.255,0.409
12.25667,0.409
12.25833,0.404
12.26,0.4
12.26167,0.396
12.26333,0.386
12.265,0.387
12.26667,0.387
12.26833,0.397
12.27,0.402
12.27167,0.407
12.27333,0.407
12.275,0.406
12.27667,0.4
12.27833,0.389
12.28,0.383
12.28167,0.378
12.28333,0.383
12.285,0.392
12.28667,0.397
12.28833,0.398
12.29,0.397
12.29167,0.397
12.29333,0.387
12.295,0.377
12.29667,0.373
12.29833,0.368
12.3,0.374
12.30167,0.379
12.30333,0.385
12.305,0.384
12.30667,0.388
12.30833,0.378
12.31,0.368
12.31167,0.363
12.31333,0.358
12.315,0.358
12.31667,0.363
12.31833,0.368
12.32,0.374
12.32167,0.374
12.32333,0.369
12.325,0.363
12.32667,0.358
12.32833,0.342
12.33,0.336
12.33167,0.335
12.33333,0.344
12.335,0.356
12.33667,0.366
12.33833,0.366
12.34,0.362
12.34167,0.352
12.34333,0.347
12.345,0.347
12.34667,0.347
12.34833,0.353
12.35,0.364
12.35167,0.373
12.35333,0.373
12.355,0.373
12.35667,0.363
12.35833,0.352
12.36,0.341
12.36167,0.33
12.36333,0.324
12.365,0.333
12.36667,0.337
12.36833,0.348
12.37,0.353
12.37167,0.358
12.37333,0.355
12.375,0.351
12.37667,0.34
12.37833,0.335
12.38,0.33
12.38167,0.335
12.38333,0.344
12.385,0.345
12.38667,0.345
12.38833,0.346
12.39,0.337
12.39167,0.333
12.39333,0.324
12.395,0.324
12.39667,0.33
12.39833,0.336
12.4,0.346
12.40167,0.346
12.40333,0.346
12.405,0.336
12.40667,0.331
12.40833,0.322
12.41,0.322
12.41167,0.319
12.41333,0.329
12.415,0.335
12.41667,0.34
12.41833,0.34
12.42,0.33
12.42167,0.325
12.42333,0.32
12.425,0.315
12.42667,0.31
12.42833,0.31
12.43,0.316
12.43167,0.326
12.43333,0.331
12.435,0.331
12.43667,0.326
12.43833,0.321
12.44,0.315
12.44167,0.305
12.44333,0.309
12.445,0.314
12.44667,0.319
12.44833,0.324
12.45,0.329
12.45167,0.329
12.45333,0.324
12.455,0.318
12.45667,0.308
12.45833,0.308
12.46,0.307
12.46167,0.312
12.46333,0.317
12.465,0.321
12.46667,0.325
12.46833,0.32
12.47,0.319
12.47167,0.314
12.47333,0.308
12.475,0.297
12.47667,0.297
12.47833,0.302
12.48,0.302
12.48167,0.307
12.48333,0.311
12.485,0.311
12.48667,0.31
12.48833,0.305
12.49,0.3
12.49167,0.301
12.49333,0.301
12.495,0.311
12.49667,0.321
12.49833,0.327
12.5,0.327
12.50167,0.323
12.50333,0.319
12.505,0.31
12.50667,0.3
12.50833,0.299
12.51,0.304
12.51167,0.309
12.51333,0.315
12.515,0.321
12.51667,0.326
12.51833,0.321
12.52,0.317
12.52167,0.312
12.52333,0.307
12.525,0.303
12.52667,0.309
12.52833,0.319
12.53,0.328
12.53167,0.328
12.53333,0.328
12.535,0.323
12.53667,0.312
12.53833,0.311
12.54,0.311
12.54167,0.32
12.54333,0.33
12.545,0.339
12.54667,0.344
12.54833,0.345
12.55,0.345
12.55167,0.336
12.55333,0.331
12.555,0.327
12.55667,0.327
12.55833,0.331
12.56,0.337
12.56167,0.348
12.56333,0.353
12.565,0.354
12.56667,0.348
12.56833,0.343
12.57,0.338
12.57167,0.334
12.57333,0.329
12.575,0.333
12.57667,0.348
12.57833,0.359
12.58,0.359
12.58167,0.359
12.58333,0.352
12.585,0.351
12.58667,0.345
12.58833,0.339
12.59,0.347
12.59167,0.354
12.59333,0.359
12.595,0.364
12.59667,0.364
12.59833,0.36
12.6,0.355
12.60167,0.355
12.60333,0.35
12.605,0.35
12.60667,0.356
12.60833,0.36
12.61,0.37
12.61167,0.37
12.61333,0.374
12.615,0.369
12.61667,0.363
12.61833,0.353
12.62,0.348
12.62167,0.355
12.62333,0.356
12.625,0.37
12.62667,0.371
12.62833,0.37
12.63,0.374
12.63167,0.368
12.63333,0.363
12.635,0.353
12.63667,0.347
12.63833,0.353
12.64,0.363
12.64167,0.372
12.64333,0.377
12.645,0.378
12.64667,0.378
12.64833,0.374
12.65,0.369
12.65167,0.369
12.65333,0.369
12.655,0.37
12.65667,0.371
12.65833,0.381
12.66,0.381
12.66167,0.381
12.66333,0.38
12.665,0.38
12.66667,0.374
12.66833,0.375
12.67,0.365
12.67167,0.365
12.67333,0.37
12.675,0.38
12.67667,0.384
12.67833,0.389
12.68,0.384
12.68167,0.375
12.68333,0.365
12.685,0.36
12.68667,0.365
12.68833,0.374
12.69,0.384
12.69167,0.394
12.69333,0.394
12.695,0.399
12.69667,0.394
12.69833,0.394
12.7,0.385
12.70167,0.39
12.70333,0.395
12.705,0.399
12.70667,0.41
12.70833,0.416
12.71,0.412
12.71167,0.418
12.71333,0.419
12.715,0.414
12.71667,0.414
12.71833,0.408
12.72,0.412
12.72167,0.416
12.72333,0.426
12.725,0.433
12.72667,0.428
12.72833,0.423
12.73,0.419
12.73167,0.415
12.73333,0.41
12.735,0.411
12.73667,0.416
12.73833,0.426
12.74,0.431
12.74167,0.442
12.74333,0.447
12.745,0.442
12.74667,0.442
12.74833,0.437
12.75,0.431
12.75167,0.437
12.75333,0.451
12.755,0.456
12.75667,0.466
12.75833,0.477
12.76,0.477
12.76167,0.477
12.76333,0.472
12.765,0.467
12.76667,0.461
12.76833,0.466
12.77,0.47
12.77167,0.48
12.77333,0.49
12.775,0.495
12.77667,0.496
12.77833,0.491
12.78,0.485
12.78167,0.476
12.78333,0.476
12.785,0.481
12.78667,0.487
12.78833,0.497
12.79,0.492
12.79167,0.498
12.79333,0.493
12.795,0.483
12.79667,0.484
12.79833,0.479
12.8,0.48
12.80167,0.485
12.80333,0.496
12.805,0.496
12.80667,0.501
12.80833,0.502
12.81,0.497
12.81167,0.497
12.81333,0.496
12.815,0.496
12.81667,0.5
12.81833,0.51
12.82,0.515
12.82167,0.519
12.82333,0.522
12.825,0.516
12.82667,0.511
12.82833,0.505
12.83,0.501
12.83167,0.501
12.83333,0.507
12.835,0.508
12.83667,0.519
12.83833,0.519
12.84,0.514
12.84167,0.509
12.84333,0.505
12.845,0.5
12.84667,0.495
12.84833,0.495
12.85,0.509
12.85167,0.515
12.85333,0.52
12.855,0.521
12.85667,0.521
12.85833,0.516
12.86,0.51
12.86167,0.51
12.86333,0.506
12.865,0.511
12.86667,0.521
12.86833,0.531
12.87,0.535
12.87167,0.54
12.87333,0.534
12.875,0.523
12.87667,0.518
12.87833,0.518
12.88,0.513
12.88167,0.518
12.88333,0.528
12.885,0.533
12.88667,0.538
12.88833,0.538
12.89,0.528
12.89167,0.518
12.89333,0.513
12.895,0.507
12.89667,0.514
12.89833,0.519
12.9,0.53
12.90167,0.535
12.90333,0.545
12.905,0.54
12.90667,0.535
12.90833,0.521
12.91,0.522
12.91167,0.506
12.91333,0.517
12.915,0.522
12.91667,0.536
12.91833,0.541
12.92,0.542
12.92167,0.542
12.92333,0.532
12.925,0.528
12.92667,0.523
12.92833,0.517
12.93,0.522
12.93167,0.527
12.93333,0.537
12.935,0.537
12.93667,0.532
12.93833,0.532
12.94,0.527
12.94167,0.521
12.94333,0.516
12.945,0.521
12.94667,0.525
12.94833,0.535
12.95,0.539
12.95167,0.549
12.95333,0.549
12.955,0.544
12.95667,0.533
12.95833,0.528
12.96,0.523
12.96167,0.519
12.96333,0.529
12.965,0.534
12.96667,0.544
12.96833,0.545
12.97,0.54
12.97167,0.535
12.97333,0.525
12.975,0.52
12.97667,0.516
12.97833,0.521
12.98,0.526
12.98167,0.531
12.98333,0.532
12.985,0.531
12.98667,0.526
12.98833,0.516
12.99,0.516
12.99167,0.51
12.99333,0.511
12.995,0.517
12.99667,0.522
12.99833,0.537
13,0.542
13.00167,0.546
13.00333,0.541
13.005,0.531
13.00667,0.525
13.00833,0.519
13.01,0.519
13.01167,0.523
13.01333,0.528
13.015,0.537
13.01667,0.542
13.01833,0.541
13.02,0.535
13.02167,0.529
13.02333,0.523
13.025,0.523
13.02667,0.521
13.02833,0.524
13.03,0.533
13.03167,0.533
13.03333,0.528
13.035,0.524
13.03667,0.519
13.03833,0.514
13.04,0.514
13.04167,0.513
13.04333,0.513
13.045,0.523
13.04667,0.527
13.04833,0.536
13.05,0.53
13.05167,0.53
13.05333,0.516
13.055,0.506
13.05667,0.497
13.05833,0.492
13.06,0.493
13.06167,0.505
13.06333,0.51
13.065,0.51
13.06667,0.506
13.06833,0.496
13.07,0.487
13.07167,0.483
13.07333,0.474
13.075,0.479
13.07667,0.48
13.07833,0.485
13.08,0.49
13.08167,0.495
13.08333,0.489
13.085,0.483
13.08667,0.478
13.08833,0.473
13.09,0.468
13.09167,0.468
13.09333,0.473
13.095,0.483
13.09667,0.487
13.09833,0.491
13.1,0.487
13.10167,0.477
13.10333,0.472
13.105,0.463
13.10667,0.463
13.10833,0.468
13.11,0.473
13.11167,0.478
13.11333,0.478
13.115,0.479
13.11667,0.469
13.11833,0.464
13.12,0.455
13.12167,0.449
13.12333,0.449
13.125,0.454
13.12667,0.458
13.12833,0.463
13.13,0.463
13.13167,0.463
13.13333,0.458
13.135,0.448
13.13667,0.438
13.13833,0.437
13.14,0.437
13.14167,0.438
13.14333,0.443
13.145,0.444
13.14667,0.439
13.14833,0.428
13.15,0.424
13.15167,0.414
13.15333,0.41
13.155,0.411
13.15667,0.41
13.15833,0.42
13.16,0.426
13.16167,0.426
13.16333,0.421
13.165,0.416
13.16667,0.401
13.16833,0.391
13.17,0.385
13.17167,0.379
13.17333,0.379
13.175,0.383
13.17667,0.388
13.17833,0.387
13.18,0.387
13.18167,0.372
13.18333,0.367
13.185,0.363
13.18667,0.351
13.18833,0.352
13.19,0.358
13.19167,0.363
13.19333,0.363
13.195,0.358
13.19667,0.352
13.19833,0.342
13.2,0.342
13.20167,0.333
13.20333,0.328
13.205,0.333
13.20667,0.328
13.20833,0.333
13.21,0.334
13.21167,0.33
13.21333,0.322
13.215,0.322
13.21667,0.313
13.21833,0.299
13.22,0.295
13.22167,0.301
13.22333,0.31
13.225,0.316
13.22667,0.316
13.22833,0.312
13.23,0.307
13.23167,0.302
13.23333,0.292
13.235,0.287
13.23667,0.283
13.23833,0.288
13.24,0.289
13.24167,0.294
13.24333,0.294
13.245,0.293
13.24667,0.282
13.24833,0.268
13.25,0.259
13.25167,0.249
13.25333,0.258
13.255,0.263
13.25667,0.263
13.25833,0.263
13.26,0.257
13.26167,0.252
13.26333,0.247
13.265,0.242
13.26667,0.232
13.26833,0.232
13.27,0.231
13.27167,0.241
13.27333,0.246
13.275,0.251
13.27667,0.251
13.27833,0.241
13.28,0.231
13.28167,0.227
13.28333,0.223
13.285,0.217
13.28667,0.223
13.28833,0.228
13.29,0.228
13.29167,0.228
13.29333,0.223
13.295,0.217
13.29667,0.208
13.29833,0.203
13.3,0.198
13.30167,0.197
13.30333,0.203
13.305,0.203
13.30667,0.203
13.30833,0.197
13.31,0.19
13.31167,0.179
13.31333,0.174
13.315,0.167
13.31667,0.166
13.31833,0.171
13.32,0.175
13.32167,0.184
13.32333,0.184
13.325,0.184
13.32667,0.18
13.32833,0.175
13.33,0.17
13.33167,0.165
13.33333,0.161
13.335,0.171
13.33667,0.176
13.33833,0.176
13.34,0.171
13.34167,0.166
13.34333,0.162
13.345,0.157
13.34667,0.152
13.34833,0.146
13.35,0.146
13.35167,0.146
13.35333,0.162
13.355,0.162
13.35667,0.168
13.35833,0.163
13.36,0.16
13.36167,0.154
13.36333,0.149
13.365,0.149
13.36667,0.153
13.36833,0.153
13.37,0.157
13.37167,0.162
13.37333,0.162
13.375,0.157
13.37667,0.147
13.37833,0.143
13.38,0.143
13.38167,0.143
13.38333,0.147
13.385,0.151
13.38667,0.161
13.38833,0.16
13.39,0.155
13.39167,0.15
13.39333,0.145
13.395,0.14
13.39667,0.136
13.39833,0.136
13.4,0.141
13.40167,0.146
13.40333,0.152
13.405,0.152
13.40667,0.151
13.40833,0.145
13.41,0.14
13.41167,0.136
13.41333,0.136
13.415,0.136
13.41667,0.145
13.41833,0.154
13.42,0.159
13.42167,0.159
13.42333,0.154
13.425,0.149
13.42667,0.145
13.42833,0.14
13.43,0.136
13.43167,0.141
13.43333,0.152
13.435,0.157
13.43667,0.158
13.43833,0.153
13.44,0.148
13.44167,0.143
13.44333,0.131
13.445,0.131
13.44667,0.131
13.44833,0.136
13.45,0.146
13.45167,0.151
13.45333,0.152
13.455,0.151
13.45667,0.146
13.45833,0.142
13.46,0.143
13.46167,0.138
13.46333,0.143
13.465,0.153
13.46667,0.153
13.46833,0.162
13.47,0.162
13.47167,0.161
13.47333,0.156
13.475,0.152
13.47667,0.148
13.47833,0.148
13.48,0.153
13.48167,0.159
13.48333,0.169
13.485,0.173
13.48667,0.173
13.48833,0.168
13.49,0.164
13.49167,0.159
13.49333,0.15
13.495,0.155
13.49667,0.16
13.49833,0.165
13.5,0.171
13.50167,0.181
13.50333,0.181
13.505,0.171
13.50667,0.167
13.50833,0.158
13.51,0.159
13.51167,0.155
13.51333,0.16
13.515,0.165
13.51667,0.174
13.51833,0.173
13.52,0.178
13.52167,0.172
13.52333,0.166
13.525,0.166
13.52667,0.161
13.52833,0.167
13.53,0.177
13.53167,0.188
13.53333,0.195
13.535,0.191
13.53667,0.182
13.53833,0.177
13.54,0.168
13.54167,0.164
13.54333,0.16
13.545,0.17
13.54667,0.181
13.54833,0.185
13.55,0.19
13.55167,0.186
13.55333,0.186
13.555,0.181
13.55667,0.18
13.55833,0.178
13.56,0.177
13.56167,0.196
13.56333,0.205
13.565,0.209
13.56667,0.215
13.56833,0.21
13.57,0.205
13.57167,0.2
13.57333,0.191
13.575,0.191
13.57667,0.191
13.57833,0.2
13.58,0.205
13.58167,0.21
13.58333,0.21
13.585,0.209
13.58667,0.199
13.58833,0.194
13.59,0.194
13.59167,0.194
13.59333,0.199
13.595,0.214
13.59667,0.219
13.59833,0.219
13.6,0.215
13.60167,0.21
13.60333,0.205
13.605,0.2
13.60667,0.195
13.60833,0.189
13.61,0.199
13.61167,0.209
13.61333,0.22
13.615,0.22
13.61667,0.22
13.61833,0.22
13.62,0.214
13.62167,0.214
13.62333,0.213
13.625,0.218
13.62667,0.229
13.62833,0.238
13.63,0.247
13.63167,0.247
13.63333,0.243
13.635,0.238
13.63667,0.239
13.63833,0.234
13.64,0.233
13.64167,0.232
13.64333,0.242
13.645,0.251
13.64667,0.256
13.64833,0.257
13.65,0.257
13.65167,0.256
13.65333,0.251
13.655,0.246
13.65667,0.245
13.65833,0.255
13.66,0.265
13.66167,0.269
13.66333,0.269
13.665,0.264
13.66667,0.256
13.66833,0.246
13.67,0.237
13.67167,0.237
13.67333,0.243
13.675,0.253
13.67667,0.263
13.67833,0.267
13.68,0.267
13.68167,0.266
13.68333,0.26
13.685,0.254
13.68667,0.243
13.68833,0.243
13.69,0.248
13.69167,0.258
13.69333,0.259
13.695,0.265
13.69667,0.261
13.69833,0.255
13.7,0.245
13.70167,0.24
13.70333,0.231
13.705,0.231
13.70667,0.236
13.70833,0.246
13.71,0.251
13.71167,0.25
13.71333,0.245
13.715,0.245
13.71667,0.24
13.71833,0.235
13.72,0.236
13.72167,0.236
13.72333,0.246
13.725,0.251
13.72667,0.256
13.72833,0.261
13.73,0.251
13.73167,0.246
13.73333,0.236
13.735,0.231
13.73667,0.226
13.73833,0.226
13.74,0.231
13.74167,0.246
13.74333,0.25
13.745,0.249
13.74667,0.248
13.74833,0.243
13.75,0.233
13.75167,0.228
13.75333,0.223
13.755,0.223
13.75667,0.232
13.75833,0.242
13.76,0.247
13.76167,0.241
13.76333,0.241
13.765,0.241
13.76667,0.231
13.76833,0.227
13.77,0.218
13.77167,0.218
13.77333,0.229
13.775,0.225
13.77667,0.23
13.77833,0.226
13.78,0.221
13.78167,0.216
13.78333,0.205
13.785,0.199
13.78667,0.199
13.78833,0.204
13.79,0.209
13.79167,0.215
13.79333,0.208
13.795,0.208
13.79667,0.203
13.79833,0.197
13.8,0.198
13.80167,0.197
13.80333,0.197
13.805,0.207
13.80667,0.212
13.80833,0.217
13.81,0.217
13.81167,0.212
13.81333,0.205
13.815,0.2
13.81667,0.195
13.81833,0.196
13.82,0.201
13.82167,0.217
13.82333,0.227
13.825,0.227
13.82667,0.227
13.82833,0.222
13.83,0.212
13.83167,0.206
13.83333,0.206
13.835,0.206
13.83667,0.217
13.83833,0.222
13.84,0.231
13.84167,0.23
13.84333,0.229
13.845,0.229
13.84667,0.223
13.84833,0.222
13.85,0.221
13.85167,0.227
13.85333,0.242
13.855,0.257
13.85667,0.261
13.85833,0.265
13.86,0.264
13.86167,0.259
13.86333,0.259
13.865,0.26
13.86667,0.264
13.86833,0.273
13.87,0.288
13.87167,0.297
13.87333,0.302
13.875,0.307
13.87667,0.307
13.87833,0.308
13.88,0.308
13.88167,0.313
13.88333,0.324
13.885,0.34
13.88667,0.361
13.88833,0.382
13.89,0.393
13.89167,0.403
13.89333,0.409
13.895,0.42
13.89667,0.426
13.89833,0.442
13.9,0.457
13.90167,0.472
13.90333,0.497
13.905,0.506
13.90667,0.513
13.90833,0.527
13.91,0.537
13.91167,0.546
13.91333,0.556
13.915,0.566
13.91667,0.591
13.91833,0.616
13.92,0.641
13.92167,0.668
13.92333,0.683
13.925,0.699
13.92667,0.714
13.92833,0.735
13.93,0.751
13.93167,0.776
13.93333,0.801
13.935,0.832
13.93667,0.871
13.93833,0.897
13.94,0.922
13.94167,0.941
13.94333,0.956
13.945,0.977
13.94667,1.001
13.94833,1.031
13.95,1.067
13.95167,1.103
13.95333,1.144
13.955,1.175
13.95667,1.207
13.95833,1.236
13.96,1.267
13.96167,1.291
13.96333,1.326
13.965,1.367
13.96667,1.413
13.96833,1.459
13.97,1.501
13.97167,1.541
13.97333,1.571
13.975,1.605
13.97667,1.63
13.97833,1.662
13.98,1.697
13.98167,1.738
13.98333,1.783
13.985,1.83
13.98667,1.87
13.98833,1.911
13.99,1.942
13.99167,1.974
13.99333,2.004
13.995,2.04
13.99667,2.08
13.99833,2.126
14,2.171
14.00167,2.212
14.00333,2.247
14.005,2.288
14.00667,2.322
14.00833,2.357
14.01,2.381
14.01167,2.417
14.01333,2.463
14.015,2.509
14.01667,2.554
14.01833,2.593
14.02,2.628
14.02167,2.658
14.02333,2.687
14.025,2.717
14.02667,2.737
14.02833,2.778
14.03,2.813
14.03167,2.849
14.03333,2.884
14.035,2.914
14.03667,2.94
14.03833,2.964
14.04,2.989
14.04167,3.01
14.04333,3.031
14.045,3.062
14.04667,3.093
14.04833,3.124
14.05,3.155
14.05167,3.177
14.05333,3.188
14.055,3.203
14.05667,3.219
14.05833,3.23
