Dataset,Number of Estimators,Max Depth,Min Samples Split,Min Samples Leaf,Max Leaf Nodes,Mean Cross Val Score,STD,"Eval [Library, Ter, Combined]"
Original,32,64,2,1,2,0.6483722432222281,0.021576108028163867,"[0.5272727272727272, 0.9135802469135802, 0.6910994764397905]"
Reduced,32,64,2,1,4,0.7565316366559619,0.0315359735857805,"[0.7948717948717948, 0.9012345679012346, 0.8666666666666667]"
Original,32,64,2,1,4,0.6873227819018505,0.031614321208179814,"[0.6363636363636364, 0.8888888888888888, 0.743455497382199]"
Reduced,32,64,2,1,8,0.8384651818079828,0.03650084062429562,"[0.8974358974358975, 0.8888888888888888, 0.8916666666666667]"
Original,32,64,2,1,8,0.7293616141398703,0.03317576036034329,"[0.6636363636363637, 0.9012345679012346, 0.7643979057591623]"
Reduced,32,64,2,1,16,0.8489739524209208,0.029964544077258445,"[0.8974358974358975, 0.9259259259259259, 0.9166666666666666]"
Original,32,64,2,1,16,0.7438235908275667,0.03361784445024348,"[0.7, 0.9506172839506173, 0.806282722513089]"
Reduced,32,64,2,1,32,0.860192521086298,0.03851438465924404,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,32,64,2,1,32,0.7589282678220665,0.027821955428188466,"[0.7363636363636363, 0.9629629629629629, 0.8324607329842932]"
Reduced,32,64,2,1,64,0.8556209432388581,0.03727613266326693,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,32,64,2,1,64,0.762721183157229,0.027682215417540002,"[0.7818181818181819, 0.9506172839506173, 0.8534031413612565]"
Reduced,32,64,2,1,128,0.8556209432388581,0.03727613266326693,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,32,64,2,1,128,0.768923879481073,0.03135510352656556,"[0.7636363636363637, 0.9629629629629629, 0.8481675392670157]"
Reduced,32,64,2,1,256,0.8556209432388581,0.03727613266326693,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,32,64,2,1,256,0.768923879481073,0.03135510352656556,"[0.7636363636363637, 0.9629629629629629, 0.8481675392670157]"
Reduced,32,64,2,1,512,0.8556209432388581,0.03727613266326693,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,32,64,2,1,512,0.768923879481073,0.03135510352656556,"[0.7636363636363637, 0.9629629629629629, 0.8481675392670157]"
Reduced,32,128,2,1,2,0.7207651161301017,0.02236566708952362,"[0.48717948717948717, 0.9135802469135802, 0.775]"
Original,32,128,2,1,2,0.6483722432222281,0.021576108028163867,"[0.5272727272727272, 0.9135802469135802, 0.6910994764397905]"
Reduced,32,128,2,1,4,0.7565316366559619,0.0315359735857805,"[0.7948717948717948, 0.9012345679012346, 0.8666666666666667]"
Original,32,128,2,1,4,0.6873227819018505,0.031614321208179814,"[0.6363636363636364, 0.8888888888888888, 0.743455497382199]"
Reduced,32,128,2,1,8,0.8384651818079828,0.03650084062429562,"[0.8974358974358975, 0.8888888888888888, 0.8916666666666667]"
Original,32,128,2,1,8,0.7293616141398703,0.03317576036034329,"[0.6636363636363637, 0.9012345679012346, 0.7643979057591623]"
Reduced,32,128,2,1,16,0.8489739524209208,0.029964544077258445,"[0.8974358974358975, 0.9259259259259259, 0.9166666666666666]"
Original,32,128,2,1,16,0.7438235908275667,0.03361784445024348,"[0.7, 0.9506172839506173, 0.806282722513089]"
Reduced,32,128,2,1,32,0.860192521086298,0.03851438465924404,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,32,128,2,1,32,0.7589282678220665,0.027821955428188466,"[0.7363636363636363, 0.9629629629629629, 0.8324607329842932]"
Reduced,32,128,2,1,64,0.8556209432388581,0.03727613266326693,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,32,128,2,1,64,0.762721183157229,0.027682215417540002,"[0.7818181818181819, 0.9506172839506173, 0.8534031413612565]"
Reduced,32,128,2,1,128,0.8556209432388581,0.03727613266326693,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,32,128,2,1,128,0.768923879481073,0.03135510352656556,"[0.7636363636363637, 0.9629629629629629, 0.8481675392670157]"
Reduced,32,128,2,1,256,0.8556209432388581,0.03727613266326693,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,32,128,2,1,256,0.768923879481073,0.03135510352656556,"[0.7636363636363637, 0.9629629629629629, 0.8481675392670157]"
Reduced,32,128,2,1,512,0.8556209432388581,0.03727613266326693,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,32,128,2,1,512,0.768923879481073,0.03135510352656556,"[0.7636363636363637, 0.9629629629629629, 0.8481675392670157]"
Reduced,32,256,2,1,2,0.7207651161301017,0.02236566708952362,"[0.48717948717948717, 0.9135802469135802, 0.775]"
Original,32,256,2,1,2,0.6483722432222281,0.021576108028163867,"[0.5272727272727272, 0.9135802469135802, 0.6910994764397905]"
Reduced,32,256,2,1,4,0.7565316366559619,0.0315359735857805,"[0.7948717948717948, 0.9012345679012346, 0.8666666666666667]"
Original,32,256,2,1,4,0.6873227819018505,0.031614321208179814,"[0.6363636363636364, 0.8888888888888888, 0.743455497382199]"
Reduced,32,256,2,1,8,0.8384651818079828,0.03650084062429562,"[0.8974358974358975, 0.8888888888888888, 0.8916666666666667]"
Original,32,256,2,1,8,0.7293616141398703,0.03317576036034329,"[0.6636363636363637, 0.9012345679012346, 0.7643979057591623]"
Reduced,32,256,2,1,16,0.8489739524209208,0.029964544077258445,"[0.8974358974358975, 0.9259259259259259, 0.9166666666666666]"
Original,32,256,2,1,16,0.7438235908275667,0.03361784445024348,"[0.7, 0.9506172839506173, 0.806282722513089]"
Reduced,32,256,2,1,32,0.860192521086298,0.03851438465924404,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,32,256,2,1,32,0.7589282678220665,0.027821955428188466,"[0.7363636363636363, 0.9629629629629629, 0.8324607329842932]"
Reduced,32,256,2,1,64,0.8556209432388581,0.03727613266326693,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,32,256,2,1,64,0.762721183157229,0.027682215417540002,"[0.7818181818181819, 0.9506172839506173, 0.8534031413612565]"
Reduced,32,256,2,1,128,0.8556209432388581,0.03727613266326693,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,32,256,2,1,128,0.768923879481073,0.03135510352656556,"[0.7636363636363637, 0.9629629629629629, 0.8481675392670157]"
Reduced,32,256,2,1,256,0.8556209432388581,0.03727613266326693,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,32,256,2,1,256,0.768923879481073,0.03135510352656556,"[0.7636363636363637, 0.9629629629629629, 0.8481675392670157]"
Reduced,32,256,2,1,512,0.8556209432388581,0.03727613266326693,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,32,256,2,1,512,0.768923879481073,0.03135510352656556,"[0.7636363636363637, 0.9629629629629629, 0.8481675392670157]"
Reduced,64,1,2,1,2,0.7168047200904978,0.015276418755307022,"[0.48717948717948717, 0.9135802469135802, 0.775]"
Original,64,1,2,1,2,0.6462141569388368,0.010600914843355432,"[0.5181818181818182, 0.9135802469135802, 0.6858638743455497]"
Reduced,64,1,2,1,4,0.7168047200904978,0.015276418755307022,"[0.48717948717948717, 0.9135802469135802, 0.775]"
Original,64,1,2,1,4,0.6462141569388368,0.010600914843355432,"[0.5181818181818182, 0.9135802469135802, 0.6858638743455497]"
Reduced,64,1,2,1,8,0.7168047200904978,0.015276418755307022,"[0.48717948717948717, 0.9135802469135802, 0.775]"
Original,64,1,2,1,8,0.6462141569388368,0.010600914843355432,"[0.5181818181818182, 0.9135802469135802, 0.6858638743455497]"
Reduced,64,1,2,1,16,0.7168047200904978,0.015276418755307022,"[0.48717948717948717, 0.9135802469135802, 0.775]"
Original,64,1,2,1,16,0.6462141569388368,0.010600914843355432,"[0.5181818181818182, 0.9135802469135802, 0.6858638743455497]"
Reduced,64,1,2,1,32,0.7168047200904978,0.015276418755307022,"[0.48717948717948717, 0.9135802469135802, 0.775]"
Original,64,1,2,1,32,0.6462141569388368,0.010600914843355432,"[0.5181818181818182, 0.9135802469135802, 0.6858638743455497]"
Reduced,64,1,2,1,64,0.7168047200904978,0.015276418755307022,"[0.48717948717948717, 0.9135802469135802, 0.775]"
Original,64,1,2,1,64,0.6462141569388368,0.010600914843355432,"[0.5181818181818182, 0.9135802469135802, 0.6858638743455497]"
Reduced,64,1,2,1,128,0.7168047200904978,0.015276418755307022,"[0.48717948717948717, 0.9135802469135802, 0.775]"
Original,64,1,2,1,128,0.6462141569388368,0.010600914843355432,"[0.5181818181818182, 0.9135802469135802, 0.6858638743455497]"
Reduced,64,1,2,1,256,0.7168047200904978,0.015276418755307022,"[0.48717948717948717, 0.9135802469135802, 0.775]"
Original,64,1,2,1,256,0.6462141569388368,0.010600914843355432,"[0.5181818181818182, 0.9135802469135802, 0.6858638743455497]"
Reduced,64,1,2,1,512,0.7168047200904978,0.015276418755307022,"[0.48717948717948717, 0.9135802469135802, 0.775]"
Original,64,1,2,1,512,0.6462141569388368,0.010600914843355432,"[0.5181818181818182, 0.9135802469135802, 0.6858638743455497]"
Reduced,64,2,2,1,2,0.7168047200904978,0.015276418755307022,"[0.48717948717948717, 0.9135802469135802, 0.775]"
Original,64,2,2,1,2,0.6462141569388368,0.010600914843355432,"[0.5181818181818182, 0.9135802469135802, 0.6858638743455497]"
Reduced,64,2,2,1,4,0.7429351952069748,0.027418666132269533,"[0.717948717948718, 0.9012345679012346, 0.8416666666666667]"
Original,64,2,2,1,4,0.6819418507903745,0.01925665455984038,"[0.5727272727272728, 0.9135802469135802, 0.7172774869109948]"
Reduced,64,2,2,1,8,0.7429351952069748,0.027418666132269533,"[0.717948717948718, 0.9012345679012346, 0.8416666666666667]"
Original,64,2,2,1,8,0.6819418507903745,0.01925665455984038,"[0.5727272727272728, 0.9135802469135802, 0.7172774869109948]"
Reduced,64,2,2,1,16,0.7429351952069748,0.027418666132269533,"[0.717948717948718, 0.9012345679012346, 0.8416666666666667]"
Original,64,2,2,1,16,0.6819418507903745,0.01925665455984038,"[0.5727272727272728, 0.9135802469135802, 0.7172774869109948]"
Reduced,64,2,2,1,32,0.7429351952069748,0.027418666132269533,"[0.717948717948718, 0.9012345679012346, 0.8416666666666667]"
Original,64,2,2,1,32,0.6819418507903745,0.01925665455984038,"[0.5727272727272728, 0.9135802469135802, 0.7172774869109948]"
Reduced,64,2,2,1,64,0.7429351952069748,0.027418666132269533,"[0.717948717948718, 0.9012345679012346, 0.8416666666666667]"
Original,64,2,2,1,64,0.6819418507903745,0.01925665455984038,"[0.5727272727272728, 0.9135802469135802, 0.7172774869109948]"
Reduced,64,2,2,1,128,0.7429351952069748,0.027418666132269533,"[0.717948717948718, 0.9012345679012346, 0.8416666666666667]"
Original,64,2,2,1,128,0.6819418507903745,0.01925665455984038,"[0.5727272727272728, 0.9135802469135802, 0.7172774869109948]"
Reduced,64,2,2,1,256,0.7429351952069748,0.027418666132269533,"[0.717948717948718, 0.9012345679012346, 0.8416666666666667]"
Original,64,2,2,1,256,0.6819418507903745,0.01925665455984038,"[0.5727272727272728, 0.9135802469135802, 0.7172774869109948]"
Reduced,64,2,2,1,512,0.7429351952069748,0.027418666132269533,"[0.717948717948718, 0.9012345679012346, 0.8416666666666667]"
Original,64,2,2,1,512,0.6819418507903745,0.01925665455984038,"[0.5727272727272728, 0.9135802469135802, 0.7172774869109948]"
Reduced,64,4,2,1,2,0.7168047200904978,0.015276418755307022,"[0.48717948717948717, 0.9135802469135802, 0.775]"
Original,64,4,2,1,2,0.6462141569388368,0.010600914843355432,"[0.5181818181818182, 0.9135802469135802, 0.6858638743455497]"
Reduced,64,4,2,1,4,0.7662370540062076,0.03606489702049841,"[0.7692307692307693, 0.9012345679012346, 0.8583333333333333]"
Original,64,4,2,1,4,0.6894648444701436,0.024337741512938025,"[0.6272727272727273, 0.9012345679012346, 0.743455497382199]"
Reduced,64,4,2,1,8,0.8236505869956033,0.047201916125848856,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,4,2,1,8,0.7128153793101948,0.025393402384396992,"[0.6727272727272727, 0.9259259259259259, 0.7801047120418848]"
Reduced,64,4,2,1,16,0.8188549192410071,0.0458366936098612,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,4,2,1,16,0.7237186625162195,0.029456181467898294,"[0.6909090909090909, 0.9629629629629629, 0.806282722513089]"
Reduced,64,4,2,1,32,0.8188549192410071,0.0458366936098612,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,4,2,1,32,0.7237186625162195,0.029456181467898294,"[0.6909090909090909, 0.9629629629629629, 0.806282722513089]"
Reduced,64,4,2,1,64,0.8188549192410071,0.0458366936098612,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,4,2,1,64,0.7237186625162195,0.029456181467898294,"[0.6909090909090909, 0.9629629629629629, 0.806282722513089]"
Reduced,64,4,2,1,128,0.8188549192410071,0.0458366936098612,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,4,2,1,128,0.7237186625162195,0.029456181467898294,"[0.6909090909090909, 0.9629629629629629, 0.806282722513089]"
Reduced,64,4,2,1,256,0.8188549192410071,0.0458366936098612,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,4,2,1,256,0.7237186625162195,0.029456181467898294,"[0.6909090909090909, 0.9629629629629629, 0.806282722513089]"
Reduced,64,4,2,1,512,0.8188549192410071,0.0458366936098612,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,4,2,1,512,0.7237186625162195,0.029456181467898294,"[0.6909090909090909, 0.9629629629629629, 0.806282722513089]"
Reduced,64,8,2,1,2,0.7168047200904978,0.015276418755307022,"[0.48717948717948717, 0.9135802469135802, 0.775]"
Original,64,8,2,1,2,0.6462141569388368,0.010600914843355432,"[0.5181818181818182, 0.9135802469135802, 0.6858638743455497]"
Reduced,64,8,2,1,4,0.7662370540062076,0.03606489702049841,"[0.7692307692307693, 0.9012345679012346, 0.8583333333333333]"
Original,64,8,2,1,4,0.6894648444701436,0.024337741512938025,"[0.6272727272727273, 0.9012345679012346, 0.743455497382199]"
Reduced,64,8,2,1,8,0.8298623747187632,0.03767447213107098,"[0.8974358974358975, 0.9259259259259259, 0.9166666666666666]"
Original,64,8,2,1,8,0.7229217006670379,0.03984710613305508,"[0.6727272727272727, 0.9259259259259259, 0.7801047120418848]"
Reduced,64,8,2,1,16,0.8624426081639711,0.022644835109441337,"[0.9230769230769231, 0.9259259259259259, 0.925]"
Original,64,8,2,1,16,0.74756317648056,0.03289604414755006,"[0.7090909090909091, 0.9629629629629629, 0.8167539267015707]"
Reduced,64,8,2,1,32,0.8708742242529462,0.022615737485373256,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,64,8,2,1,32,0.768517657097986,0.01875307075107324,"[0.7181818181818181, 0.9506172839506173, 0.8167539267015707]"
Reduced,64,8,2,1,64,0.8708742242529462,0.022615737485373256,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,64,8,2,1,64,0.7695606273092175,0.02568526832762277,"[0.7454545454545455, 0.9629629629629629, 0.837696335078534]"
Reduced,64,8,2,1,128,0.8708742242529462,0.022615737485373256,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,64,8,2,1,128,0.7695606273092175,0.02568526832762277,"[0.7454545454545455, 0.9629629629629629, 0.837696335078534]"
Reduced,64,8,2,1,256,0.8708742242529462,0.022615737485373256,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,64,8,2,1,256,0.7695606273092175,0.02568526832762277,"[0.7454545454545455, 0.9629629629629629, 0.837696335078534]"
Reduced,64,8,2,1,512,0.8708742242529462,0.022615737485373256,"[0.8974358974358975, 0.9382716049382716, 0.925]"
Original,64,8,2,1,512,0.7695606273092175,0.02568526832762277,"[0.7454545454545455, 0.9629629629629629, 0.837696335078534]"
Reduced,64,16,2,1,2,0.7168047200904978,0.015276418755307022,"[0.48717948717948717, 0.9135802469135802, 0.775]"
Original,64,16,2,1,2,0.6462141569388368,0.010600914843355432,"[0.5181818181818182, 0.9135802469135802, 0.6858638743455497]"
Reduced,64,16,2,1,4,0.7662370540062076,0.03606489702049841,"[0.7692307692307693, 0.9012345679012346, 0.8583333333333333]"
Original,64,16,2,1,4,0.6894648444701436,0.024337741512938025,"[0.6272727272727273, 0.9012345679012346, 0.743455497382199]"
Reduced,64,16,2,1,8,0.8298623747187632,0.03767447213107098,"[0.8974358974358975, 0.9259259259259259, 0.9166666666666666]"
Original,64,16,2,1,8,0.7229217006670379,0.03984710613305508,"[0.6727272727272727, 0.9259259259259259, 0.7801047120418848]"
Reduced,64,16,2,1,16,0.860220385941749,0.02667018774597879,"[0.9230769230769231, 0.9259259259259259, 0.925]"
Original,64,16,2,1,16,0.7488289992653702,0.032475689988837285,"[0.7090909090909091, 0.9629629629629629, 0.8167539267015707]"
Reduced,64,16,2,1,32,0.8671094009621065,0.025311233831924677,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,16,2,1,32,0.7697229061336165,0.025550841238130898,"[0.7181818181818181, 0.9629629629629629, 0.8219895287958116]"
Reduced,64,16,2,1,64,0.8626062624604354,0.024453858506466482,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,16,2,1,64,0.7673505662355902,0.0331436780551797,"[0.7636363636363637, 0.9629629629629629, 0.8481675392670157]"
Reduced,64,16,2,1,128,0.8626062624604354,0.024453858506466482,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,16,2,1,128,0.7787083342368604,0.03537970388886109,"[0.7909090909090909, 0.9629629629629629, 0.8638743455497382]"
Reduced,64,16,2,1,256,0.8626062624604354,0.024453858506466482,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,16,2,1,256,0.7787083342368604,0.03537970388886109,"[0.7909090909090909, 0.9629629629629629, 0.8638743455497382]"
Reduced,64,16,2,1,512,0.8626062624604354,0.024453858506466482,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,16,2,1,512,0.7787083342368604,0.03537970388886109,"[0.7909090909090909, 0.9629629629629629, 0.8638743455497382]"
Reduced,64,32,2,1,2,0.7168047200904978,0.015276418755307022,"[0.48717948717948717, 0.9135802469135802, 0.775]"
Original,64,32,2,1,2,0.6462141569388368,0.010600914843355432,"[0.5181818181818182, 0.9135802469135802, 0.6858638743455497]"
Reduced,64,32,2,1,4,0.7662370540062076,0.03606489702049841,"[0.7692307692307693, 0.9012345679012346, 0.8583333333333333]"
Original,64,32,2,1,4,0.6894648444701436,0.024337741512938025,"[0.6272727272727273, 0.9012345679012346, 0.743455497382199]"
Reduced,64,32,2,1,8,0.8298623747187632,0.03767447213107098,"[0.8974358974358975, 0.9259259259259259, 0.9166666666666666]"
Original,64,32,2,1,8,0.7229217006670379,0.03984710613305508,"[0.6727272727272727, 0.9259259259259259, 0.7801047120418848]"
Reduced,64,32,2,1,16,0.860220385941749,0.02667018774597879,"[0.9230769230769231, 0.9259259259259259, 0.925]"
Original,64,32,2,1,16,0.7488289992653702,0.032475689988837285,"[0.7090909090909091, 0.9629629629629629, 0.8167539267015707]"
Reduced,64,32,2,1,32,0.8671094009621065,0.025311233831924677,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,32,2,1,32,0.7697229061336165,0.025550841238130898,"[0.7181818181818181, 0.9629629629629629, 0.8219895287958116]"
Reduced,64,32,2,1,64,0.8626062624604354,0.024453858506466482,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,32,2,1,64,0.7712140812728843,0.034547421376361326,"[0.7636363636363637, 0.9629629629629629, 0.8481675392670157]"
Reduced,64,32,2,1,128,0.8626062624604354,0.024453858506466482,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,32,2,1,128,0.7711516455521795,0.03136089692078325,"[0.7818181818181819, 0.9506172839506173, 0.8534031413612565]"
Reduced,64,32,2,1,256,0.8626062624604354,0.024453858506466482,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,32,2,1,256,0.7711516455521795,0.03136089692078325,"[0.7818181818181819, 0.9506172839506173, 0.8534031413612565]"
Reduced,64,32,2,1,512,0.8626062624604354,0.024453858506466482,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,32,2,1,512,0.7711516455521795,0.03136089692078325,"[0.7818181818181819, 0.9506172839506173, 0.8534031413612565]"
Reduced,64,64,2,1,2,0.7168047200904978,0.015276418755307022,"[0.48717948717948717, 0.9135802469135802, 0.775]"
Original,64,64,2,1,2,0.6462141569388368,0.010600914843355432,"[0.5181818181818182, 0.9135802469135802, 0.6858638743455497]"
Reduced,64,64,2,1,4,0.7662370540062076,0.03606489702049841,"[0.7692307692307693, 0.9012345679012346, 0.8583333333333333]"
Original,64,64,2,1,4,0.6894648444701436,0.024337741512938025,"[0.6272727272727273, 0.9012345679012346, 0.743455497382199]"
Reduced,64,64,2,1,8,0.8298623747187632,0.03767447213107098,"[0.8974358974358975, 0.9259259259259259, 0.9166666666666666]"
Original,64,64,2,1,8,0.7229217006670379,0.03984710613305508,"[0.6727272727272727, 0.9259259259259259, 0.7801047120418848]"
Reduced,64,64,2,1,16,0.860220385941749,0.02667018774597879,"[0.9230769230769231, 0.9259259259259259, 0.925]"
Original,64,64,2,1,16,0.7488289992653702,0.032475689988837285,"[0.7090909090909091, 0.9629629629629629, 0.8167539267015707]"
Reduced,64,64,2,1,32,0.8671094009621065,0.025311233831924677,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,64,2,1,32,0.7697229061336165,0.025550841238130898,"[0.7181818181818181, 0.9629629629629629, 0.8219895287958116]"
Reduced,64,64,2,1,64,0.8626062624604354,0.024453858506466482,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,64,2,1,64,0.7712140812728843,0.034547421376361326,"[0.7636363636363637, 0.9629629629629629, 0.8481675392670157]"
Reduced,64,64,2,1,128,0.8626062624604354,0.024453858506466482,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,64,2,1,128,0.7711516455521795,0.03136089692078325,"[0.7818181818181819, 0.9506172839506173, 0.8534031413612565]"
Reduced,64,64,2,1,256,0.8626062624604354,0.024453858506466482,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,64,2,1,256,0.7711516455521795,0.03136089692078325,"[0.7818181818181819, 0.9506172839506173, 0.8534031413612565]"
Reduced,64,64,2,1,512,0.8626062624604354,0.024453858506466482,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,64,2,1,512,0.7711516455521795,0.03136089692078325,"[0.7818181818181819, 0.9506172839506173, 0.8534031413612565]"
Reduced,64,128,2,1,2,0.7168047200904978,0.015276418755307022,"[0.48717948717948717, 0.9135802469135802, 0.775]"
Original,64,128,2,1,2,0.6462141569388368,0.010600914843355432,"[0.5181818181818182, 0.9135802469135802, 0.6858638743455497]"
Reduced,64,128,2,1,4,0.7662370540062076,0.03606489702049841,"[0.7692307692307693, 0.9012345679012346, 0.8583333333333333]"
Original,64,128,2,1,4,0.6894648444701436,0.024337741512938025,"[0.6272727272727273, 0.9012345679012346, 0.743455497382199]"
Reduced,64,128,2,1,8,0.8298623747187632,0.03767447213107098,"[0.8974358974358975, 0.9259259259259259, 0.9166666666666666]"
Original,64,128,2,1,8,0.7229217006670379,0.03984710613305508,"[0.6727272727272727, 0.9259259259259259, 0.7801047120418848]"
Reduced,64,128,2,1,16,0.860220385941749,0.02667018774597879,"[0.9230769230769231, 0.9259259259259259, 0.925]"
Original,64,128,2,1,16,0.7488289992653702,0.032475689988837285,"[0.7090909090909091, 0.9629629629629629, 0.8167539267015707]"
Reduced,64,128,2,1,32,0.8671094009621065,0.025311233831924677,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,128,2,1,32,0.7697229061336165,0.025550841238130898,"[0.7181818181818181, 0.9629629629629629, 0.8219895287958116]"
Reduced,64,128,2,1,64,0.8626062624604354,0.024453858506466482,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,128,2,1,64,0.7712140812728843,0.034547421376361326,"[0.7636363636363637, 0.9629629629629629, 0.8481675392670157]"
Reduced,64,128,2,1,128,0.8626062624604354,0.024453858506466482,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,128,2,1,128,0.7711516455521795,0.03136089692078325,"[0.7818181818181819, 0.9506172839506173, 0.8534031413612565]"
Reduced,64,128,2,1,256,0.8626062624604354,0.024453858506466482,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,128,2,1,256,0.7711516455521795,0.03136089692078325,"[0.7818181818181819, 0.9506172839506173, 0.8534031413612565]"
Reduced,64,128,2,1,512,0.8626062624604354,0.024453858506466482,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,128,2,1,512,0.7711516455521795,0.03136089692078325,"[0.7818181818181819, 0.9506172839506173, 0.8534031413612565]"
Reduced,64,256,2,1,2,0.7168047200904978,0.015276418755307022,"[0.48717948717948717, 0.9135802469135802, 0.775]"
Original,64,256,2,1,2,0.6462141569388368,0.010600914843355432,"[0.5181818181818182, 0.9135802469135802, 0.6858638743455497]"
Reduced,64,256,2,1,4,0.7662370540062076,0.03606489702049841,"[0.7692307692307693, 0.9012345679012346, 0.8583333333333333]"
Original,64,256,2,1,4,0.6894648444701436,0.024337741512938025,"[0.6272727272727273, 0.9012345679012346, 0.743455497382199]"
Reduced,64,256,2,1,8,0.8298623747187632,0.03767447213107098,"[0.8974358974358975, 0.9259259259259259, 0.9166666666666666]"
Original,64,256,2,1,8,0.7229217006670379,0.03984710613305508,"[0.6727272727272727, 0.9259259259259259, 0.7801047120418848]"
Reduced,64,256,2,1,16,0.860220385941749,0.02667018774597879,"[0.9230769230769231, 0.9259259259259259, 0.925]"
Original,64,256,2,1,16,0.7488289992653702,0.032475689988837285,"[0.7090909090909091, 0.9629629629629629, 0.8167539267015707]"
Reduced,64,256,2,1,32,0.8671094009621065,0.025311233831924677,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,256,2,1,32,0.7697229061336165,0.025550841238130898,"[0.7181818181818181, 0.9629629629629629, 0.8219895287958116]"
Reduced,64,256,2,1,64,0.8626062624604354,0.024453858506466482,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,256,2,1,64,0.7712140812728843,0.034547421376361326,"[0.7636363636363637, 0.9629629629629629, 0.8481675392670157]"
Reduced,64,256,2,1,128,0.8626062624604354,0.024453858506466482,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,256,2,1,128,0.7711516455521795,0.03136089692078325,"[0.7818181818181819, 0.9506172839506173, 0.8534031413612565]"
Reduced,64,256,2,1,256,0.8626062624604354,0.024453858506466482,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,256,2,1,256,0.7711516455521795,0.03136089692078325,"[0.7818181818181819, 0.9506172839506173, 0.8534031413612565]"
Reduced,64,256,2,1,512,0.8626062624604354,0.024453858506466482,"[0.8717948717948718, 0.9382716049382716, 0.9166666666666666]"
Original,64,256,2,1,512,0.7711516455521795,0.03136089692078325,"[0.7818181818181819, 0.9506172839506173, 0.8534031413612565]"
Reduced,128,1,2,1,2,0.7168047200904978,0.015276418755307022,"[0.48717948717948717, 0.9135802469135802, 0.775]"
Original,128,1,2,1,2,0.6449723190187149,0.014654194603975604,"[0.509090909090909, 0.9259259259259259, 0.6858638743455497]"
Reduced,128,1,2,1,4,0.7168047200904978,0.015276418755307022,"[0.48717948717948717, 0.9135802469135802, 0.775]"
