,Name,SMILES_List,Ratio_List,Biodegradability
389,R_145,"['C(=O)CCCCCCCCC(=O)', 'OCCCCCCCCCO']","[1, 1]",0
390,R_146,"['C(=O)CCCCCCCCC(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
391,R_147,"['C(=O)CCCCCC(=O)', 'OCCOCCO']","[1, 1]",1
395,R_150,"['C(=O)C(CC1)CCC1C(=O)', 'OCCOCCO']","[1, 1]",1
396,R_152,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCCOCCO']","[1, 1]",0
414,R_178,"['C(=O)C(CC1)CCC1C(=O)', 'OC(C)COC(C)COC(C)CO']","[1, 1]",1
422,R_192,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCC(C)OCC(C)O']","[1, 1]",1
426,R_199,"['C(=O)CCCCC(=O)', 'OCC(C)OCC(C)O']","[1, 1]",1
427,R_2,"['C(=O)c(ccc1)cc1C(=O)', 'OCC(CC)(CC)CO']","[1, 1]",0
437,R_21,"['C(=O)CCCC(=O)', 'OC(CC1)CCC1O']","[1, 1]",0
448,R_220,"['C(=O)CCC(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",1
457,R_23,"['C(=O)CCCCCC(=O)', 'OCCC(C)CCO']","[1, 1]",1
461,R_233,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OC(CC1)CCC1O']","[1, 1]",0
463,R_235,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCC(C)(C)CO']","[1, 1]",1
469,R_240,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",1
487,R_26,"['C(=O)CCCCCCCCC(=O)', 'OC(CC1)CCC1O']","[1, 1]",1
495,R_34,"['C(=O)CN(C)CC(=O)', 'OCC(CC)(CC)CO']","[1, 1]",1
496,R_38,"['C(=O)CCCC(=O)', 'OCC(CC(C1)C2C3)C1C2CC3CO']","[1, 1]",1
519,R_63,"['C(=O)CSCC(=O)', 'OCC(C)(C)CO']","[1, 1]",1
525,R_7,"['C(=O)c(ccc1)cc1C(=O)', 'OCC(CC1)CCC1CO']","[1, 1]",0
546,R_94,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCC(C)O']","[1, 1]",0
547,R_95,"['C(=O)COCCOCC(=O)', 'OC(CC1)CCC1C(C)(C)C(CC2)CCC2O']","[1, 1]",1
553,ROP_101,"['C(=O)CCCC(CCCCCC)O', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
556,ROP_104,"['C(=O)CC(C)O', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
557,ROP_105,"['C(=O)CCCC(CCCCCCC)O', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
567,ROP_124,"['C(=O)CC(C)O', 'C(=O)CCCCCO']","[2, 1]",1
571,ROP_14,"['C(=O)CCCCO', 'C(=O)CCCCO']","[2, 1]",1
579,ROP_183,"['C(=O)CCCCCCCCCCCCCCO', 'C(=O)CCCCO']","[2, 1]",0
584,ROP_20,"['C(=O)CCCCO', 'C(=O)CCO']","[2, 1]",1
592,ROP_33,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",0
594,ROP_37,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)CCCC(CCCCCC)O']","[2, 1]",1
609,ROP_53,"['C(=O)COC(=O)CO', 'C(=O)CCCCC(CCCC)O']","[2, 1]",1
613,ROP_57,"['C(=O)COC(=O)CO', 'C(=O)CCCCCCCCCCCCCCO']","[2, 1]",1
617,ROP_61,"['C(=O)COC(=O)CO', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",1
627,ROP_71,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
628,ROP_72,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)C=CCC(CCCCC)O']","[2, 1]",0
652,ROPm_22,"['C(=O)COC(=O)CO', 'C(=O)CCO']","[2, 1]",0
