,Name,SMILES_List,Ratio_List,Biodegradability
208,DW_10-7,"['C(=O)COCC(=O)', 'OCCCCCCCO']","[1, 1]",1
211,DW_12-10,"['C(=O)CSCC(=O)', 'OCCC(C)CCO']","[1, 1]",1
219,DW_12-9,"['C(=O)CSCC(=O)', 'OCCCCCCO']","[1, 1]",1
220,DW_13-1,"['C(=O)CCCCC(=O)', 'OCC(CC)(CC)CO']","[1, 1]",0
221,DW_13-11,"['C(=O)CCCCC(=O)', 'OCC(C)O']","[1, 1]",1
241,DW_15-4,"['C(=O)CCC(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",0
246,DW_15-9,"['C(=O)CCC(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O']","[1, 1]",0
249,DW_16-11,"['C(=O)CSCC(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O']","[1, 1]",1
250,DW_16-2,"['C(=O)CN(C)CC(=O)', 'OC(CC1)CCC1C(C)(C)C(CC2)CCC2O']","[1, 1]",0
277,DW_19-1,"['C(=O)C(CC1)CCC1C(=O)', 'OCCO']","[1, 1]",0
280,DW_19-2,"['C(=O)C(CC1)CCC1C(=O)', 'OCCCCO']","[1, 1]",0
281,DW_19-3,"['C(=O)C(CC1)CCC1C(=O)', 'OCCC(C)CCO']","[1, 1]",0
282,DW_19-4,"['C(=O)C(CC1)CCC1C(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
291,DW_3-2,"['C(=O)CCCCCCCC(=O)', 'OCCCO']","[1, 1]",0
302,DW_5-2,"['C(=O)CCC(=O)', 'OCCCO']","[1, 1]",1
304,DW_5-4,"['C(=O)CCC(=O)', 'OCCCCCO']","[1, 1]",1
316,DW_6-5,"['C(=O)CCCC(=O)', 'OCCCCCCO']","[1, 1]",1
321,DW_7-1,"['C(=O)CCCCC(=O)', 'OCCO']","[1, 1]",1
326,DW_7-4,"['C(=O)CCCCC(=O)', 'OCCCCCO']","[1, 1]",1
334,DW_8-11,"['C(=O)c(ccc1)cc1C(=O)', 'OCC(C)O']","[1, 1]",0
336,DW_8-3,"['C(=O)c(ccc1)cc1C(=O)', 'OCCCCO']","[1, 1]",0
342,DW_8-9,"['C(=O)c(ccc1)cc1C(=O)', 'OCCCCCCCCCO']","[1, 1]",0
350,R_104,"['C(=O)C(CC1)CCC1C(=O)', 'OCCCCCO']","[1, 1]",0
356,R_110,"['C(=O)C(CC1)CCC1C(=O)', 'OCCCCCCCO']","[1, 1]",0
358,R_113,"['C(=O)C(CC1)CCC1C(=O)', 'OCCCCCCCCO']","[1, 1]",0
367,R_122,"['C(=O)CCCCCC(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
371,R_127,"['C(=O)CCCCCCCCC(=O)', 'OCCCCO']","[1, 1]",1
372,R_128,"['C(=O)CCCCCCCCC(=O)', 'OCCCCCO']","[1, 1]",0
376,R_131,"['C(=O)CCCCCC(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",1
379,R_134,"['C(=O)CCCCCCCC(=O)', 'OCCCCCCO']","[1, 1]",0
383,R_14,"['C(=O)CCCCCC(=O)', 'OCC(C)CO']","[1, 1]",1
398,R_154,"['C(=O)CSCC(=O)', 'OCCOCCO']","[1, 1]",1
401,R_159,"['C(=O)CCCCC(=O)', 'OCCOCCO']","[1, 1]",1
413,R_177,"['C(=O)CCCCCCCCC(=O)', 'OC(C)COC(C)COC(C)CO']","[1, 1]",1
420,R_190,"['C(=O)CCCCCCCCC(=O)', 'OCC(C)OCC(C)O']","[1, 1]",1
435,R_208,"['C(=O)c(ccc1)cc1C(=O)', 'OCCSCCO']","[1, 1]",1
451,R_224,"['C(=O)CCCC(=O)', 'OC(CS1)SCC1O']","[1, 1]",0
464,R_236,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCC(C)CO']","[1, 1]",1
467,R_239,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCC(CC)(CC)CO']","[1, 1]",1
470,R_241,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
473,R_244,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCCCCCCO']","[1, 1]",1
486,R_259,"['C(=O)c1oc(cc1)C(=O)', 'OCC(C)CO']","[1, 1]",1
490,R_29,"['C(=O)CCCC(=O)', 'OCC(CC)(CC)CO']","[1, 1]",0
499,R_40,"['C(=O)CSCC(=O)', 'OCC(CC(C1)C2C3)C1C2CC3CO']","[1, 1]",0
508,R_52,"['C(=O)COCCOCC(=O)', 'OCC(CC)(CC)CO']","[1, 1]",1
509,R_53,"['C(=O)COCCOCC(=O)', 'OCC(CC(C1)C2C3)C1C2CC3CO']","[1, 1]",1
516,R_60,"['C(=O)CCCCCCCCC(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
531,R_77,"['C(=O)CSCC(=O)', 'OCC(C)O']","[1, 1]",1
532,R_78,"['C(=O)CCCCCCCC(=O)', 'OCC(C)O']","[1, 1]",1
535,R_82,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCCO']","[1, 1]",0
537,R_84,"['C(=O)CCCCCC(=O)', 'OCC(C)(C)CO']","[1, 1]",0
540,R_87,"['C(=O)CCCCCCCCC(=O)', 'OCCCO']","[1, 1]",0
542,R_89,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCCCO']","[1, 1]",0
559,ROP_107,"['C(=O)CCCCC(CCCC)O', 'C(=O)CCCCCO']","[2, 1]",0
560,ROP_109,"['C(=O)CCCCC(CCCC)O', 'C(=O)CCCCO']","[2, 1]",0
568,ROP_13,"['C(=O)CCO', 'C(=O)CCO']","[2, 1]",1
583,ROP_190,"['C(=O)CCCCO', 'C(=O)CC(C)O']","[2, 1]",1
587,ROP_27,"['C(=O)CCCCO', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",1
596,ROP_39,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)CCCCCCCCCCCCCCO']","[2, 1]",1
598,ROP_40,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)CC(C)O']","[2, 1]",0
614,ROP_58,"['C(=O)COC(=O)CO', 'C(=O)CC(C)O']","[2, 1]",1
625,ROP_69,"['C(=O)CCCCCCCCCCCCCCCO', 'C(=O)COC(=O)CO']","[2, 1]",1
635,ROP_83,"['C(=O)CCCCCCCCCCCCCCO', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",1
637,ROP_87,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)CCCCCO']","[2, 1]",0
638,ROP_89,"['C(=O)C=Cc(cccc1)c1O', 'C(=O)CCCCO']","[2, 1]",0
641,ROP_92,"['C(=O)CCCCO', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",0
644,ROP_95,"['C(=O)CCCCC(CCCC)O', 'C(=O)CCCC(CCCC)O']","[2, 1]",0
654,ROPm_26,"['C(=O)COC(=O)CO', 'C(=O)CCCCO']","[2, 1]",1
