,Name,SMILES_List,Ratio_List,Biodegradability
124,AC_46,"['C(=O)c(cc1)ccc1C(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",1
135,AC_57,"['C(=O)CCCCCCCC(=O)', 'Oc1ccc(cc1)Sc2ccc(cc2)O']","[1, 1]",0
141,AC_64,"['C(=O)CCCCCCCC(=O)', 'OCC#CCO']","[1, 1]",1
148,AC_73,"['C(=O)CCCCCCCC(=O)', 'Oc1ccc(cc1)C3(c2ccc(O)cc2)c4ccccc4-c5ccccc35']","[1, 1]",0
154,AC_81,"['C(=O)CCCCCCC(=O)', 'OC(CS1)SCC1O']","[1, 1]",0
159,AC_88,"['C(=O)C(C)(C)C(=O)', 'Oc(cccc1)c1c2c(cccc2)O']","[1, 1]",1
161,AC_91,"['C(=O)C(C)(C)C(=O)', 'OCC=CCO']","[1, 1]",1
166,C_1,"['C(=O)', 'Oc1ccc(cc1)C(C)(C)c2ccc(cc2)C(C)(C)c3ccc(cc3)O']","[1, 1]",0
171,C_18,"['C(=O)', 'OCCCCCCCCCO']","[1, 1]",0
172,C_19,"['C(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
181,C_3,"['C(=O)', 'OC(CC1)CCC1C(C)(C)C(CC2)CCC2O']","[1, 1]",0
183,C_33,"['C(=O)', 'Oc1c(ccc2)c(ccc1)c2O']","[1, 1]",1
193,C_43,"['C(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
201,DW_10-10,"['C(=O)COCC(=O)', 'OCCCCCCCCCCO']","[1, 1]",1
203,DW_10-2,"['C(=O)COCC(=O)', 'OCCCO']","[1, 1]",1
206,DW_10-5,"['C(=O)COCC(=O)', 'OCCCCCCO']","[1, 1]",1
216,DW_12-6,"['C(=O)CN(C)CC(=O)', 'OCCCCCCCCCCO']","[1, 1]",0
227,DW_13-7,"['C(=O)CCCCC(=O)', 'OC(CC1)CCC1C(C)(C)C(CC2)CCC2O']","[1, 1]",0
231,DW_14-11,"['C(=O)CCC(=O)', 'Oc1cccc(c1)O']","[1, 1]",0
232,DW_14-2,"['C(=O)CCCCC(=O)', 'OC(CC1)CCC1O']","[1, 1]",1
235,DW_14-8,"['C(=O)CCC(=O)', 'OC(CC1)CCC1O']","[1, 1]",0
238,DW_15-11,"['C(=O)CCCCCCC(=O)', 'OCC(CC1)CCC1CO']","[1, 1]",0
245,DW_15-8,"['C(=O)CCC(=O)', 'OCC(CC(C1)C2C3)C1C2CC3CO']","[1, 1]",0
253,DW_16-5,"['C(=O)CN(C)CC(=O)', 'OC(C)C(C)O']","[1, 1]",1
257,DW_16-9,"['C(=O)CSCC(=O)', 'Oc1cccc(c1)O']","[1, 1]",0
297,DW_3-8,"['C(=O)CCCCCC(=O)', 'OCCCO']","[1, 1]",1
308,DW_5-8,"['C(=O)CCC(=O)', 'OCCCCCCCO']","[1, 1]",0
325,DW_7-3,"['C(=O)CCCCC(=O)', 'OCCCCO']","[1, 1]",1
329,DW_7-7,"['C(=O)CCCCC(=O)', 'OCCCCCCCO']","[1, 1]",0
338,DW_8-5,"['C(=O)c(ccc1)cc1C(=O)', 'OCCCCCCO']","[1, 1]",0
352,R_106,"['C(=O)c(ccc1c2)cc1ccc2C(=O)', 'OCCCCCO']","[1, 1]",1
359,R_114,"['C(=O)CN(C)CC(=O)', 'OCCCCCCCCO']","[1, 1]",1
370,R_126,"['C(=O)CCCCCCCCC(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",0
381,R_138,"['C(=O)CCCCCCCCC(=O)', 'OCCCCCCCO']","[1, 1]",0
384,R_140,"['C(=O)CCCCCCCCC(=O)', 'OCCCCCCCCO']","[1, 1]",0
385,R_141,"['C(=O)CCCCCC(=O)', 'OCC(CC1)CCC1CO']","[1, 1]",1
386,R_142,"['C(=O)CCCCCCCC(=O)', 'OCC(CC1)CCC1CO']","[1, 1]",0
387,R_143,"['C(=O)CCCCCCCCC(=O)', 'OCC(CC1)CCC1CO']","[1, 1]",0
392,R_148,"['C(=O)CCCCCCCC(=O)', 'OCCOCCO']","[1, 1]",1
400,R_158,"['C(=O)CCCCCCC(=O)', 'OCCOCCO']","[1, 1]",1
402,R_16,"['C(=O)CCCCCCCC(=O)', 'OCC(C)CO']","[1, 1]",0
404,R_163,"['C(=O)CCCCCCCCC(=O)', 'OCCOCCOCCO']","[1, 1]",1
407,R_168,"['C(=O)CSCC(=O)', 'OCCOCCOCCO']","[1, 1]",1
409,R_172,"['C(=O)CCCCCCC(=O)', 'OCCOCCOCCO']","[1, 1]",1
417,R_185,"['C(=O)CCCCCCC(=O)', 'OC(C)COC(C)COC(C)CO']","[1, 1]",1
418,R_187,"['C(=O)CCC(=O)', 'OC(C)COC(C)COC(C)CO']","[1, 1]",1
421,R_191,"['C(=O)C(CC1)CCC1C(=O)', 'OCC(C)OCC(C)O']","[1, 1]",1
423,R_193,"['C(=O)CCCC(=O)', 'OCC(C)OCC(C)O']","[1, 1]",1
424,R_194,"['C(=O)CSCC(=O)', 'OCC(C)OCC(C)O']","[1, 1]",1
425,R_196,"['C(=O)CC(=O)', 'OCC(C)OCC(C)O']","[1, 1]",1
428,R_201,"['C(=O)CCCCCCCC(=O)', 'OCCSCCO']","[1, 1]",1
440,R_212,"['C(=O)CCCCCCCCC(=O)', 'OCC(COc1ccccc1OC)O']","[1, 1]",1
453,R_226,"['C(=O)COCCOCC(=O)', 'OC(CS1)SCC1O']","[1, 1]",0
455,R_228,"['C(=O)c(ccc1)cc1C(=O)', 'OC(CS1)SCC1O']","[1, 1]",0
462,R_234,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCC(C)(C)C(C(C)C)O']","[1, 1]",1
479,R_251,"['C(=O)c1nc2ccccc2c(c1)C(=O)', 'OCCOCCOCCO']","[1, 1]",0
491,R_30,"['C(=O)CCCCCC(=O)', 'OCC(CC)(CC)CO']","[1, 1]",0
493,R_32,"['C(=O)CCCCCCCCC(=O)', 'OCC(CC)(CC)CO']","[1, 1]",0
498,R_4,"['C(=O)c(ccc1)cc1C(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",0
502,R_43,"['C(=O)CN(C)CC(=O)', 'OCC(CC(C1)C2C3)C1C2CC3CO']","[1, 1]",1
506,R_50,"['C(=O)COCCOCC(=O)', 'OCCC(C)CCO']","[1, 1]",1
517,R_61,"['C(=O)COCCOCC(=O)', 'OCC(CC)(CCCC)CO']","[1, 1]",1
520,R_64,"['C(=O)COCCOCC(=O)', 'OCC(C)(C)CO']","[1, 1]",1
529,R_75,"['C(=O)CCCC(=O)', 'OCC(C)O']","[1, 1]",0
538,R_85,"['C(=O)CCCCCCCC(=O)', 'OCC(C)(C)CO']","[1, 1]",0
541,R_88,"['C(=O)COCCOCC(=O)', 'OCCCO']","[1, 1]",1
544,R_90,"['C(=O)CCCC(=O)', 'OC(CC1)CCC1C(C)(C)C(CC2)CCC2O']","[1, 1]",1
562,ROP_112,"['C(=O)CCCCO', 'C(=O)CCCCC(CCCC)O']","[2, 1]",0
565,ROP_117,"['C(=O)CCCCCO', 'C(=O)CC(C)O']","[2, 1]",0
569,ROP_135,"['C(=O)CCCCCCCCCCCCCCCO', 'C(=O)C=CCC(CCCCC)O']","[2, 1]",0
570,ROP_138,"['C(=O)CCCCCCCCCCCCCCCO', 'C(=O)C=CCC(CCCCC)O']","[2, 1]",0
572,ROP_142,"['C(=O)CCCCO', 'C(=O)C=CCC(CCCCC)O']","[2, 1]",0
575,ROP_17,"['C(=O)CCCCCO', 'C(=O)CCCCO']","[2, 1]",1
576,ROP_177,"['C(=O)CCCCCCCCCCCCCCO', 'C(=O)CC(C)O']","[2, 1]",0
580,ROP_184,"['C(=O)CCCCO', 'C(=O)CCCCCCCCCCCCCCO']","[2, 1]",0
582,ROP_19,"['C(=O)CCO', 'C(=O)CCCCO']","[2, 1]",1
585,ROP_23,"['C(=O)CCO', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",1
586,ROP_24,"['C(=O)C(C)OC(=O)C(C)O', 'C(=O)CCO']","[2, 1]",1
591,ROP_32,"['C(=O)CCCCCCCCCCCCCCCO', 'C(=O)CCCCCCCCCCCCCCCO']","[2, 1]",1
606,ROP_48,"['C(=O)CCCCCCCCCCCCCCO', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",1
607,ROP_50,"['C(=O)CCCC(CCCCCCC)O', 'C(=O)C(C)OC(=O)C(C)O']","[2, 1]",0
610,ROP_54,"['C(=O)COC(=O)CO', 'C(=O)C=CCC(CCCCC)O']","[2, 1]",0
621,ROP_65,"['C(=O)CCCC(CCCC)O', 'C(=O)COC(=O)CO']","[2, 1]",1
624,ROP_68,"['C(=O)CCCC(CCCCCCC)O', 'C(=O)COC(=O)CO']","[2, 1]",0
634,ROP_79,"['C(=O)CCCCC(CCCC)O', 'C(=O)C=Cc(cccc1)c1O']","[2, 1]",0
646,ROP_97,"['C(=O)CCCCC(CCCC)O', 'C(=O)CC(C)O']","[2, 1]",0
655,ROPm_6,"['C(=O)COC(=O)CO', 'C(=O)COC(=O)CO']","[2, 1]",0
